Retailer,Retailer ID,Date,Month,Region,State,Beverage Brand,Price per Unit,Units Sold,Total Revenue
Edeka,1185732,2022-06-22,June,Northeast,Brandenburg,Vita Cola,0.37,1750,647.5
Kaufland,1185732,2022-06-22,June,Northeast,Brandenburg,Gerolsteiner,0.37,1500,555.0
Aldi,1185732,2022-06-22,June,Northeast,Baden-Württemberg,Gerolsteiner,0.46,1500,690.0
Lidl,1185732,2022-06-22,June,Northeast,Baden-Württemberg,Vita Cola,0.51,3000,1530.0
Metro,1185732,2022-07-20,July,Northeast,Saxony-Anhalt,Vita Cola,0.46,5250,2415.0
Edeka,1185732,2022-07-20,July,Northeast,Saxony,Bionade,0.41,2750,1127.5
Penny,1185732,2022-07-20,July,Northeast,Baden-Württemberg,Bionade,0.37,2000,740.0
Metro,1185732,2022-07-20,July,Northeast,Saxony-Anhalt,Vita Cola,0.37,1500,555.0
Netto,1185732,2022-07-20,July,Northeast,Thuringia,Mezzo Mix,0.46,1750,805.0
Metro,1185732,2022-07-20,July,Northeast,Mecklenburg-Vorpommern,Gerolsteiner,0.51,3500,1785.0
Aldi,1185732,2022-08-21,August,Northeast,Baden-Württemberg,Vita Cola,0.46,5000,2300.0
Penny,1185732,2022-08-21,August,Northeast,Schleswig-Holstein,Fritz-Kola,0.41,2750,1127.5
Metro,1185732,2022-08-21,August,Northeast,Hesse,Mezzo Mix,0.37,2000,740.0
Lidl,1185732,2022-08-21,August,Northeast,Saxony-Anhalt,Fritz-Kola,0.37,1500,555.0
Edeka,1185732,2022-08-21,August,Northeast,Hesse,Fritz-Kola,0.46,1250,575.0
Edeka,1185732,2022-08-21,August,Northeast,Brandenburg,Fritz-Kola,0.51,3000,1530.0
Edeka,1185732,2022-09-20,September,Northeast,Brandenburg,Club-Mate,0.46,4250,1955.0
Penny,1185732,2022-09-20,September,Northeast,Baden-Württemberg,Gerolsteiner,0.41,2250,922.5
Rewe,1185732,2022-09-20,September,Northeast,Saxony,Bionade,0.37,1250,462.5
Rewe,1185732,2022-09-20,September,Northeast,Bavaria,Fritz-Kola,0.37,1000,370.0
Lidl,1185732,2022-09-20,September,Northeast,Schleswig-Holstein,Club-Mate,0.46,1000,460.0
Metro,1185732,2022-09-20,September,Northeast,Mecklenburg-Vorpommern,Mezzo Mix,0.51,2000,1020.0
Penny,1185732,2022-10-22,October,Northeast,Berlin,Gerolsteiner,0.51,3750,1912.5
Rewe,1185732,2022-10-22,October,Northeast,North Rhine-Westphalia,Fritz-Kola,0.46,2000,920.0
Aldi,1185732,2022-10-22,October,Northeast,Thuringia,Mezzo Mix,0.46,1000,460.0
Netto,1185732,2022-10-22,October,Northeast,Thuringia,Bionade,0.46,750,345.0
Kaufland,1185732,2022-10-22,October,Northeast,Saxony,Gerolsteiner,0.55,750,412.50000000000006
Kaufland,1185732,2022-10-22,October,Northeast,Brandenburg,Club-Mate,0.6,2000,1200.0
Rewe,1185732,2022-11-21,November,Northeast,North Rhine-Westphalia,Mezzo Mix,0.55,3500,1925.0000000000002
Netto,1185732,2022-11-21,November,Northeast,Saxony-Anhalt,Gerolsteiner,0.46,1750,805.0
Edeka,1185732,2022-11-21,November,Northeast,Bavaria,Mezzo Mix,0.46,1700,782.0
Kaufland,1185732,2022-11-21,November,Northeast,Saxony,Vita Cola,0.46,1500,690.0
Aldi,1185732,2022-11-21,November,Northeast,Hesse,Club-Mate,0.55,1250,687.5
Metro,1185732,2022-11-21,November,Northeast,Brandenburg,Mezzo Mix,0.6,2250,1350.0
Aldi,1185732,2022-12-20,December,Northeast,Brandenburg,Gerolsteiner,0.55,4500,2475.0
Rewe,1185732,2022-12-20,December,Northeast,Berlin,Bionade,0.46,2500,1150.0
Metro,1185732,2022-12-20,December,Northeast,Saxony-Anhalt,Gerolsteiner,0.46,2250,1035.0
Netto,1185732,2022-12-20,December,Northeast,Mecklenburg-Vorpommern,Mezzo Mix,0.46,1750,805.0
Rewe,1185732,2022-12-20,December,Northeast,Bavaria,Bionade,0.55,1750,962.5000000000001
Metro,1185732,2022-12-20,December,Northeast,Thuringia,Bionade,0.6,2750,1650.0
Metro,1185732,2022-01-17,January,Northeast,Bavaria,Bionade,0.37,5250,1942.5
Penny,1185732,2022-01-17,January,Northeast,Hesse,Fritz-Kola,0.37,3250,1202.5
Metro,1185732,2022-01-17,January,Northeast,North Rhine-Westphalia,Club-Mate,0.28,3250,910.0000000000001
Aldi,1185732,2022-01-17,January,Northeast,Bavaria,Gerolsteiner,0.32,1750,560.0
Penny,1185732,2022-01-17,January,Northeast,Thuringia,Mezzo Mix,0.46,2250,1035.0
Metro,1185732,2022-01-17,January,Northeast,Berlin,Gerolsteiner,0.37,3250,1202.5
Penny,1185732,2022-02-15,February,Northeast,Mecklenburg-Vorpommern,Gerolsteiner,0.37,5750,2127.5
Edeka,1185732,2022-02-15,February,Northeast,Mecklenburg-Vorpommern,Club-Mate,0.37,2250,832.5
Metro,1185732,2022-02-15,February,Northeast,Hamburg,Mezzo Mix,0.28,2750,770.0000000000001
Metro,1185732,2022-02-15,February,Northeast,Saxony,Bionade,0.32,1500,480.0
Rewe,1185732,2022-02-15,February,Northeast,Thuringia,Bionade,0.46,2250,1035.0
Penny,1185732,2022-02-15,February,Northeast,Brandenburg,Fritz-Kola,0.37,3250,1202.5
Edeka,1185732,2022-03-13,March,Northeast,North Rhine-Westphalia,Vita Cola,0.37,5450,2016.5
Rewe,1185732,2022-03-13,March,Northeast,Saxony-Anhalt,Fritz-Kola,0.37,2500,925.0
Metro,1185732,2022-03-13,March,Northeast,Hamburg,Fritz-Kola,0.28,2750,770.0000000000001
Aldi,1185732,2022-03-13,March,Northeast,Hesse,Bionade,0.32,1250,400.0
Edeka,1185732,2022-03-13,March,Northeast,Mecklenburg-Vorpommern,Mezzo Mix,0.46,1750,805.0
Edeka,1185732,2022-03-13,March,Northeast,Hesse,Vita Cola,0.37,2750,1017.5
Edeka,1185732,2022-04-14,April,Northeast,Thuringia,Bionade,0.37,5250,1942.5
Edeka,1185732,2022-04-14,April,Northeast,Thuringia,Club-Mate,0.37,2250,832.5
Penny,1185732,2022-04-14,April,Northeast,Hamburg,Bionade,0.28,2250,630.0000000000001
Metro,1185732,2022-04-14,April,Northeast,Mecklenburg-Vorpommern,Vita Cola,0.32,1500,480.0
Edeka,1185732,2022-04-14,April,Northeast,Saxony,Vita Cola,0.46,1500,690.0
Penny,1185732,2022-04-14,April,Northeast,Brandenburg,Mezzo Mix,0.37,3000,1110.0
Lidl,1185732,2022-05-13,May,Northeast,Thuringia,Gerolsteiner,0.51,5700,2907.0
Edeka,1185732,2022-05-13,May,Northeast,Bavaria,Mezzo Mix,0.46,2750,1265.0
Edeka,1185732,2022-05-13,May,Northeast,Hamburg,Vita Cola,0.41,3000,1230.0
Aldi,1185732,2022-05-13,May,Northeast,Schleswig-Holstein,Fritz-Kola,0.41,2500,1025.0
Netto,1185732,2022-05-13,May,Northeast,North Rhine-Westphalia,Club-Mate,0.51,2750,1402.5
Lidl,1185732,2022-05-13,May,Northeast,North Rhine-Westphalia,Vita Cola,0.55,4000,2200.0
Edeka,1185732,2022-06-15,June,Northeast,Saxony-Anhalt,Club-Mate,0.51,6500,3315.0
Rewe,1185732,2022-06-15,June,Northeast,Berlin,Bionade,0.46,4000,1840.0
Penny,1185732,2022-06-15,June,Northeast,Saxony-Anhalt,Club-Mate,0.41,3250,1332.5
Rewe,1185732,2022-06-15,June,Northeast,Mecklenburg-Vorpommern,Club-Mate,0.41,3000,1230.0
Rewe,1185732,2022-06-15,June,Northeast,Mecklenburg-Vorpommern,Club-Mate,0.51,3000,1530.0
Edeka,1185732,2022-06-15,June,Northeast,North Rhine-Westphalia,Gerolsteiner,0.55,4500,2475.0
Metro,1185732,2022-07-13,July,Northeast,North Rhine-Westphalia,Fritz-Kola,0.51,6750,3442.5
Netto,1185732,2022-07-13,July,Northeast,Hesse,Vita Cola,0.46,4250,1955.0
Edeka,1185732,2022-07-13,July,Northeast,Saxony-Anhalt,Mezzo Mix,0.41,3500,1435.0
Rewe,1185732,2022-07-13,July,Northeast,Thuringia,Gerolsteiner,0.41,3000,1230.0
Edeka,1185732,2022-07-13,July,Northeast,Schleswig-Holstein,Mezzo Mix,0.51,3250,1657.5
Edeka,1185732,2022-07-13,July,Northeast,North Rhine-Westphalia,Bionade,0.55,5000,2750.0
Netto,1185732,2022-08-14,August,Northeast,Hamburg,Vita Cola,0.51,6500,3315.0
Rewe,1185732,2022-08-14,August,Northeast,Brandenburg,Gerolsteiner,0.46,4250,1955.0
Lidl,1185732,2022-08-14,August,Northeast,Schleswig-Holstein,Mezzo Mix,0.41,3500,1435.0
Netto,1185732,2022-08-14,August,Northeast,Hamburg,Mezzo Mix,0.41,2500,1025.0
Aldi,1185732,2022-08-14,August,Northeast,Brandenburg,Gerolsteiner,0.51,2250,1147.5
Kaufland,1185732,2022-08-14,August,Northeast,Bavaria,Bionade,0.55,4000,2200.0
Lidl,1185732,2022-09-13,September,Northeast,Thuringia,Gerolsteiner,0.51,5250,2677.5
Rewe,1185732,2022-09-13,September,Northeast,Brandenburg,Mezzo Mix,0.46,3250,1495.0
Metro,1185732,2022-09-13,September,Northeast,Brandenburg,Club-Mate,0.41,2250,922.5
Rewe,1185732,2022-09-13,September,Northeast,Baden-Württemberg,Bionade,0.41,2000,820.0
Penny,1185732,2022-09-13,September,Northeast,Bavaria,Fritz-Kola,0.51,2000,1020.0
Kaufland,1185732,2022-09-13,September,Northeast,Berlin,Fritz-Kola,0.55,3000,1650.0000000000002
Rewe,1185732,2022-10-15,October,Northeast,Mecklenburg-Vorpommern,Bionade,0.55,4750,2612.5
Lidl,1185732,2022-10-15,October,Northeast,North Rhine-Westphalia,Bionade,0.51,3000,1530.0
Penny,1185732,2022-10-15,October,Northeast,Hesse,Bionade,0.51,2000,1020.0
Kaufland,1185732,2022-10-15,October,Northeast,Saxony-Anhalt,Club-Mate,0.51,1750,892.5
Rewe,1185732,2022-10-15,October,Northeast,Berlin,Club-Mate,0.6,1750,1050.0
Metro,1185732,2022-10-15,October,Northeast,Mecklenburg-Vorpommern,Fritz-Kola,0.64,3000,1920.0
Edeka,1185732,2022-11-14,November,Northeast,Berlin,Mezzo Mix,0.6,4500,2700.0
Metro,1185732,2022-11-14,November,Northeast,Brandenburg,Fritz-Kola,0.51,3250,1657.5
Metro,1185732,2022-11-14,November,Northeast,Hesse,Gerolsteiner,0.51,3200,1632.0
Rewe,1185732,2022-11-14,November,Northeast,Bavaria,Gerolsteiner,0.51,3000,1530.0
Rewe,1185732,2022-11-14,November,Northeast,Bavaria,Fritz-Kola,0.6,2750,1650.0
Penny,1185732,2022-11-14,November,Northeast,Schleswig-Holstein,Club-Mate,0.64,3750,2400.0
Aldi,1185732,2022-12-13,December,Northeast,Berlin,Fritz-Kola,0.6,6000,3600.0
Lidl,1185732,2022-12-13,December,Northeast,Berlin,Mezzo Mix,0.51,4000,2040.0
Metro,1185732,2022-12-13,December,Northeast,Baden-Württemberg,Fritz-Kola,0.51,3750,1912.5
Netto,1185732,2022-12-13,December,Northeast,Saxony,Club-Mate,0.51,3250,1657.5
Aldi,1185732,2022-12-13,December,Northeast,Thuringia,Fritz-Kola,0.6,3250,1950.0
Rewe,1185732,2022-12-13,December,Northeast,North Rhine-Westphalia,Bionade,0.64,4250,2720.0
Penny,1185732,2022-01-10,January,Northeast,Hesse,Vita Cola,0.32,4750,1520.0
Metro,1185732,2022-01-10,January,Northeast,Baden-Württemberg,Bionade,0.32,2750,880.0
Rewe,1185732,2022-01-10,January,Northeast,Saxony-Anhalt,Gerolsteiner,0.23,2750,632.5
Lidl,1185732,2022-01-10,January,Northeast,Bavaria,Club-Mate,0.28,1250,350.00000000000006
Aldi,1185732,2022-01-10,January,Northeast,Hamburg,Bionade,0.41,1750,717.5
Metro,1185732,2022-01-10,January,Northeast,Schleswig-Holstein,Mezzo Mix,0.32,2750,880.0
Rewe,1185732,2022-02-08,February,Northeast,Berlin,Fritz-Kola,0.32,5250,1680.0
Penny,1185732,2022-02-08,February,Northeast,Thuringia,Gerolsteiner,0.32,1750,560.0
Edeka,1185732,2022-02-08,February,Northeast,Hamburg,Club-Mate,0.23,2250,517.5
Penny,1185732,2022-02-08,February,Northeast,North Rhine-Westphalia,Mezzo Mix,0.28,1000,280.0
Kaufland,1185732,2022-02-08,February,Northeast,North Rhine-Westphalia,Vita Cola,0.41,1750,717.5
Lidl,1185732,2022-02-08,February,Northeast,Berlin,Gerolsteiner,0.32,2750,880.0
Netto,1185732,2022-03-06,March,Northeast,Mecklenburg-Vorpommern,Club-Mate,0.32,4950,1584.0
Penny,1185732,2022-03-06,March,Northeast,Hesse,Fritz-Kola,0.32,2000,640.0
Rewe,1185732,2022-03-06,March,Northeast,Schleswig-Holstein,Club-Mate,0.23,2250,517.5
Kaufland,1185732,2022-03-06,March,Northeast,North Rhine-Westphalia,Gerolsteiner,0.28,750,210.00000000000003
Rewe,1185732,2022-03-06,March,Northeast,Saxony-Anhalt,Gerolsteiner,0.41,1250,512.5
Aldi,1185732,2022-03-06,March,Northeast,Hesse,Mezzo Mix,0.32,2250,720.0
Rewe,1185732,2022-04-07,April,Northeast,Schleswig-Holstein,Gerolsteiner,0.32,4750,1520.0
Kaufland,1185732,2022-04-07,April,Northeast,Saxony-Anhalt,Bionade,0.32,1750,560.0
Edeka,1185732,2022-04-07,April,Northeast,Schleswig-Holstein,Bionade,0.23,1750,402.5
Kaufland,1185732,2022-04-07,April,Northeast,Bavaria,Gerolsteiner,0.28,1000,280.0
Metro,1185732,2022-04-07,April,Northeast,Brandenburg,Gerolsteiner,0.41,1000,410.0
Lidl,1185732,2022-04-07,April,Northeast,Berlin,Vita Cola,0.32,2500,800.0
Kaufland,1185732,2022-05-06,May,Northeast,Saxony,Vita Cola,0.46,5200,2392.0
Kaufland,1185732,2022-05-06,May,Northeast,Berlin,Fritz-Kola,0.41,2250,922.5
Rewe,1185732,2022-05-06,May,Northeast,Hamburg,Bionade,0.37,2500,925.0
Kaufland,1185732,2022-05-06,May,Northeast,North Rhine-Westphalia,Gerolsteiner,0.37,2000,740.0
Aldi,1185732,2022-05-06,May,Northeast,Berlin,Club-Mate,0.46,2250,1035.0
Metro,1185732,2022-05-06,May,Northeast,Saxony,Gerolsteiner,0.51,3500,1785.0
Lidl,1185732,2022-06-08,June,Northeast,Baden-Württemberg,Club-Mate,0.46,6000,2760.0
Netto,1185732,2022-06-08,June,Northeast,Thuringia,Vita Cola,0.41,3500,1435.0
Lidl,1185732,2022-06-08,June,Northeast,Hesse,Vita Cola,0.37,2750,1017.5
Kaufland,1185732,2022-06-08,June,Northeast,Saxony-Anhalt,Club-Mate,0.37,2500,925.0
Aldi,1185732,2022-06-08,June,Northeast,Mecklenburg-Vorpommern,Club-Mate,0.46,2500,1150.0
Rewe,1185732,2022-06-08,June,Northeast,Saxony-Anhalt,Fritz-Kola,0.51,4000,2040.0
Netto,1185732,2022-07-06,July,Northeast,Baden-Württemberg,Bionade,0.46,6250,2875.0
Metro,1185732,2022-07-06,July,Northeast,Saxony,Vita Cola,0.41,3750,1537.5
Edeka,1185732,2022-07-06,July,Northeast,Berlin,Gerolsteiner,0.37,3000,1110.0
Edeka,1185732,2022-07-06,July,Northeast,Schleswig-Holstein,Fritz-Kola,0.37,2500,925.0
Penny,1185732,2022-07-06,July,Northeast,Thuringia,Fritz-Kola,0.46,2750,1265.0
Netto,1185732,2022-07-06,July,Northeast,Brandenburg,Bionade,0.51,4500,2295.0
Lidl,1185732,2022-08-07,August,Northeast,Hamburg,Mezzo Mix,0.46,6000,2760.0
Aldi,1185732,2022-08-07,August,Northeast,North Rhine-Westphalia,Fritz-Kola,0.41,3750,1537.5
Aldi,1185732,2022-08-07,August,Northeast,Hamburg,Club-Mate,0.37,3000,1110.0
Rewe,1185732,2022-08-07,August,Northeast,Thuringia,Bionade,0.37,2000,740.0
Netto,1185732,2022-08-07,August,Northeast,Mecklenburg-Vorpommern,Bionade,0.46,1750,805.0
Metro,1185732,2022-08-07,August,Northeast,Bavaria,Vita Cola,0.51,3500,1785.0
Aldi,1185732,2022-09-06,September,Northeast,Bavaria,Fritz-Kola,0.46,4750,2185.0
Metro,1185732,2022-09-06,September,Northeast,Schleswig-Holstein,Gerolsteiner,0.41,2750,1127.5
Penny,1185732,2022-09-06,September,Northeast,Saxony,Club-Mate,0.37,1750,647.5
Lidl,1185732,2022-09-06,September,Northeast,Berlin,Fritz-Kola,0.37,1500,555.0
Rewe,1185732,2022-09-06,September,Northeast,Saxony-Anhalt,Fritz-Kola,0.46,1500,690.0
Edeka,1185732,2022-09-06,September,Northeast,Hamburg,Fritz-Kola,0.51,2500,1275.0
Kaufland,1185732,2022-10-08,October,Northeast,Baden-Württemberg,Fritz-Kola,0.51,4250,2167.5
Metro,1185732,2022-10-08,October,Northeast,Baden-Württemberg,Fritz-Kola,0.46,2500,1150.0
Lidl,1185732,2022-10-08,October,Northeast,North Rhine-Westphalia,Club-Mate,0.46,1500,690.0
Metro,1185732,2022-10-08,October,Northeast,Schleswig-Holstein,Club-Mate,0.46,1250,575.0
Edeka,1185732,2022-10-08,October,Northeast,North Rhine-Westphalia,Fritz-Kola,0.55,1250,687.5
Lidl,1185732,2022-10-08,October,Northeast,Brandenburg,Vita Cola,0.6,2500,1500.0
Edeka,1185732,2022-11-07,November,Northeast,Bavaria,Gerolsteiner,0.55,4000,2200.0
Rewe,1185732,2022-11-07,November,Northeast,Saxony-Anhalt,Bionade,0.46,2750,1265.0
Edeka,1185732,2022-11-07,November,Northeast,Schleswig-Holstein,Mezzo Mix,0.46,2700,1242.0
Aldi,1185732,2022-11-07,November,Northeast,Saxony-Anhalt,Vita Cola,0.46,2500,1150.0
Kaufland,1185732,2022-11-07,November,Northeast,Brandenburg,Gerolsteiner,0.55,2250,1237.5
Penny,1185732,2022-11-07,November,Northeast,Saxony,Fritz-Kola,0.6,3250,1950.0
Kaufland,1185732,2022-12-06,December,Northeast,Brandenburg,Bionade,0.55,5500,3025.0000000000005
Lidl,1185732,2022-12-06,December,Northeast,Berlin,Vita Cola,0.46,3500,1610.0
Netto,1185732,2022-12-06,December,Northeast,Saxony-Anhalt,Fritz-Kola,0.46,3250,1495.0
Metro,1185732,2022-12-06,December,Northeast,Saxony-Anhalt,Vita Cola,0.46,2750,1265.0
Netto,1185732,2022-12-06,December,Northeast,Hesse,Fritz-Kola,0.55,2750,1512.5000000000002
Rewe,1185732,2022-12-06,December,Northeast,North Rhine-Westphalia,Gerolsteiner,0.6,3750,2250.0
Metro,1185732,2022-01-07,January,Northeast,Bavaria,Gerolsteiner,0.37,5000,1850.0
Netto,1185732,2022-01-07,January,Northeast,Berlin,Club-Mate,0.37,3000,1110.0
Penny,1185732,2022-01-07,January,Northeast,Mecklenburg-Vorpommern,Mezzo Mix,0.28,3000,840.0000000000001
Lidl,1185732,2022-01-07,January,Northeast,Schleswig-Holstein,Club-Mate,0.32,1500,480.0
Rewe,1185732,2022-01-07,January,Northeast,Hesse,Gerolsteiner,0.46,2000,920.0
Netto,1185732,2022-01-07,January,Northeast,Thuringia,Club-Mate,0.37,3000,1110.0
Penny,1185732,2022-02-05,February,Northeast,Brandenburg,Mezzo Mix,0.37,5500,2035.0
Aldi,1185732,2022-02-05,February,Northeast,Bavaria,Gerolsteiner,0.37,2000,740.0
Netto,1185732,2022-02-05,February,Northeast,North Rhine-Westphalia,Bionade,0.28,2500,700.0000000000001
Penny,1185732,2022-02-05,February,Northeast,Hamburg,Fritz-Kola,0.32,1250,400.0
Metro,1185732,2022-02-05,February,Northeast,Saxony-Anhalt,Mezzo Mix,0.46,2000,920.0
Kaufland,1185732,2022-02-05,February,Northeast,Brandenburg,Vita Cola,0.37,3000,1110.0
Netto,1185732,2022-03-03,March,Northeast,Baden-Württemberg,Gerolsteiner,0.37,5200,1924.0
Penny,1185732,2022-03-03,March,Northeast,Hesse,Club-Mate,0.37,2250,832.5
Rewe,1185732,2022-03-03,March,Northeast,Mecklenburg-Vorpommern,Vita Cola,0.28,2500,700.0000000000001
Aldi,1185732,2022-03-03,March,Northeast,Schleswig-Holstein,Fritz-Kola,0.32,1000,320.0
Aldi,1185732,2022-03-03,March,Northeast,Hamburg,Vita Cola,0.46,1500,690.0
Kaufland,1185732,2022-03-03,March,Northeast,Hesse,Gerolsteiner,0.37,2500,925.0
Penny,1185732,2022-04-04,April,Northeast,Hesse,Gerolsteiner,0.37,5000,1850.0
Edeka,1185732,2022-04-04,April,Northeast,Hesse,Mezzo Mix,0.37,2000,740.0
Penny,1185732,2022-04-04,April,Northeast,Schleswig-Holstein,Club-Mate,0.28,2000,560.0
Lidl,1185732,2022-04-04,April,Northeast,Berlin,Fritz-Kola,0.32,1250,400.0
Rewe,1185732,2022-04-04,April,Northeast,Schleswig-Holstein,Bionade,0.46,1250,575.0
Rewe,1185732,2022-04-04,April,Northeast,Hesse,Club-Mate,0.37,2750,1017.5
Aldi,1185732,2022-05-03,May,Northeast,Brandenburg,Club-Mate,0.51,5450,2779.5
Metro,1185732,2022-05-03,May,Northeast,Baden-Württemberg,Bionade,0.46,2500,1150.0
Aldi,1185732,2022-05-03,May,Northeast,Brandenburg,Fritz-Kola,0.41,2750,1127.5
Kaufland,1185732,2022-05-03,May,Northeast,Hamburg,Vita Cola,0.41,2250,922.5
Metro,1185732,2022-05-03,May,Northeast,Berlin,Gerolsteiner,0.51,2500,1275.0
Aldi,1185732,2022-05-03,May,Northeast,Baden-Württemberg,Vita Cola,0.55,3750,2062.5
Edeka,1185732,2022-06-05,June,Northeast,Berlin,Gerolsteiner,0.51,6250,3187.5
Netto,1185732,2022-06-05,June,Northeast,Brandenburg,Fritz-Kola,0.46,3750,1725.0
Kaufland,1185732,2022-06-05,June,Northeast,Baden-Württemberg,Gerolsteiner,0.41,3000,1230.0
Kaufland,1185732,2022-06-05,June,Northeast,Brandenburg,Gerolsteiner,0.41,2750,1127.5
Netto,1185732,2022-06-05,June,Northeast,Thuringia,Vita Cola,0.51,2750,1402.5
Kaufland,1185732,2022-06-05,June,Northeast,Hesse,Vita Cola,0.55,4250,2337.5
Rewe,1185732,2022-07-03,July,Northeast,Saxony,Mezzo Mix,0.51,6500,3315.0
Penny,1185732,2022-07-03,July,Northeast,North Rhine-Westphalia,Fritz-Kola,0.46,4000,1840.0
Aldi,1185732,2022-07-03,July,Northeast,Saxony,Bionade,0.41,3250,1332.5
Netto,1185732,2022-07-03,July,Northeast,Berlin,Bionade,0.41,2750,1127.5
Metro,1185732,2022-07-03,July,Northeast,Hesse,Gerolsteiner,0.51,3000,1530.0
Kaufland,1185732,2022-07-03,July,Northeast,Hesse,Gerolsteiner,0.55,4750,2612.5
Rewe,1185732,2022-08-04,August,Northeast,Thuringia,Mezzo Mix,0.51,6250,3187.5
Kaufland,1185732,2022-08-04,August,Northeast,Mecklenburg-Vorpommern,Bionade,0.46,4000,1840.0
Rewe,1185732,2022-08-04,August,Northeast,North Rhine-Westphalia,Fritz-Kola,0.41,3250,1332.5
Rewe,1185732,2022-08-04,August,Northeast,North Rhine-Westphalia,Mezzo Mix,0.41,2250,922.5
Edeka,1185732,2022-08-04,August,Northeast,Saxony,Vita Cola,0.51,2000,1020.0
Kaufland,1185732,2022-08-04,August,Northeast,Hamburg,Vita Cola,0.55,3750,2062.5
Kaufland,1185732,2022-09-03,September,Northeast,Thuringia,Bionade,0.51,5000,2550.0
Edeka,1185732,2022-09-03,September,Northeast,Hesse,Vita Cola,0.46,3000,1380.0
Aldi,1185732,2022-09-03,September,Northeast,Berlin,Bionade,0.41,2000,820.0
Lidl,1185732,2022-09-03,September,Northeast,Schleswig-Holstein,Bionade,0.41,1750,717.5
Metro,1185732,2022-09-03,September,Northeast,Schleswig-Holstein,Gerolsteiner,0.51,1750,892.5
Lidl,1185732,2022-09-03,September,Northeast,Thuringia,Vita Cola,0.55,2750,1512.5000000000002
Netto,1185732,2022-10-05,October,Northeast,Mecklenburg-Vorpommern,Gerolsteiner,0.55,4500,2475.0
Metro,1185732,2022-10-05,October,Northeast,Mecklenburg-Vorpommern,Gerolsteiner,0.51,2750,1402.5
Metro,1185732,2022-10-05,October,Northeast,Brandenburg,Vita Cola,0.51,1750,892.5
Edeka,1185732,2022-10-05,October,Northeast,Hesse,Mezzo Mix,0.51,1500,765.0
Penny,1185732,2022-10-05,October,Northeast,Hesse,Mezzo Mix,0.6,1500,900.0
Edeka,1185732,2022-10-05,October,Northeast,Berlin,Bionade,0.64,2750,1760.0
Aldi,1185732,2022-11-04,November,Northeast,Hesse,Fritz-Kola,0.6,4250,2550.0
Lidl,1185732,2022-11-04,November,Northeast,North Rhine-Westphalia,Vita Cola,0.51,3000,1530.0
Rewe,1185732,2022-11-04,November,Northeast,Schleswig-Holstein,Mezzo Mix,0.51,2950,1504.5
Aldi,1185732,2022-11-04,November,Northeast,Hesse,Fritz-Kola,0.51,2750,1402.5
Metro,1185732,2022-11-04,November,Northeast,Schleswig-Holstein,Bionade,0.6,2500,1500.0
Kaufland,1185732,2022-11-04,November,Northeast,Berlin,Bionade,0.64,3500,2240.0
Aldi,1185732,2022-12-03,December,Northeast,North Rhine-Westphalia,Club-Mate,0.6,5750,3450.0
Lidl,1185732,2022-12-03,December,Northeast,Hesse,Mezzo Mix,0.51,3750,1912.5
Kaufland,1185732,2022-12-03,December,Northeast,Hamburg,Bionade,0.51,3500,1785.0
Netto,1185732,2022-12-03,December,Northeast,Baden-Württemberg,Mezzo Mix,0.51,3000,1530.0
Rewe,1185732,2022-12-03,December,Northeast,Hesse,Gerolsteiner,0.6,3000,1800.0
Edeka,1185732,2022-12-03,December,Northeast,Brandenburg,Fritz-Kola,0.64,4000,2560.0
Penny,1185732,2022-01-10,January,Northeast,Brandenburg,Club-Mate,0.32,4250,1360.0
Aldi,1185732,2022-01-10,January,Northeast,Brandenburg,Fritz-Kola,0.32,2250,720.0
Netto,1185732,2022-01-10,January,Northeast,Brandenburg,Mezzo Mix,0.23,2250,517.5
Rewe,1185732,2022-01-10,January,Northeast,Brandenburg,Bionade,0.28,750,210.00000000000003
Metro,1185732,2022-01-10,January,Northeast,Brandenburg,Mezzo Mix,0.41,1250,512.5
Kaufland,1185732,2022-01-10,January,Northeast,Berlin,Bionade,0.32,2250,720.0
Lidl,1185732,2022-02-08,February,Northeast,Bavaria,Mezzo Mix,0.32,4750,1520.0
Netto,1185732,2022-02-08,February,Northeast,Berlin,Vita Cola,0.32,1250,400.0
Lidl,1185732,2022-02-08,February,Northeast,Bavaria,Vita Cola,0.23,1750,402.5
Kaufland,1185732,2022-02-08,February,Northeast,Berlin,Fritz-Kola,0.28,500,140.0
Metro,1185732,2022-02-08,February,Northeast,Schleswig-Holstein,Gerolsteiner,0.41,1250,512.5
Penny,1185732,2022-02-08,February,Northeast,Saxony,Gerolsteiner,0.32,2250,720.0
Edeka,1185732,2022-03-06,March,Northeast,Baden-Württemberg,Bionade,0.32,4450,1424.0
Edeka,1185732,2022-03-06,March,Northeast,Schleswig-Holstein,Mezzo Mix,0.32,1500,480.0
Lidl,1185732,2022-03-06,March,Northeast,North Rhine-Westphalia,Gerolsteiner,0.23,1750,402.5
Aldi,1185732,2022-03-06,March,Northeast,Baden-Württemberg,Gerolsteiner,0.28,250,70.0
Metro,1185732,2022-03-06,March,Northeast,North Rhine-Westphalia,Fritz-Kola,0.41,750,307.5
Aldi,1185732,2022-03-06,March,Northeast,Saxony,Vita Cola,0.32,1750,560.0
Netto,1185732,2022-04-07,April,Northeast,Baden-Württemberg,Fritz-Kola,0.32,4250,1360.0
Netto,1185732,2022-04-07,April,Northeast,North Rhine-Westphalia,Fritz-Kola,0.32,1250,400.0
